#,formula,type,activity,Syngony,shape,"length, nm","width, nm","depth, nm",Sufrace,surface,pol,surf,"Mw(coat), g/mol","Km, mM","Vmax, mM/s",ReactionType,Subtype,"C min, mM",Vsub_min(mL),"C max, mM",Vsub_max(mL),"C(const), mM",Vsub_const(mL),Ccat(mg/mL),Vcat(mL),Ccat(mkM),ph,"temp, °C",Vbuffer(mL),Dstr,mX,mROx,mCD,volume,"Mr, g/mol",Zpotential,"SurfaceArea, m^2/g ",link
991,Rh,me,peroxidase,7,sphere-like,50,50,50,additional,naked,"poly(ethylene oxide), Poly(methyl methacrylate)",ascorbic acid ,28500.00,21.5400,0.000450700,H2O2 + TMB,H2O2,0.5000,,40.0000,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.snb.2022.132066
992,Rh,me,peroxidase,7,sphere-like,50,50,50,additional,naked,"poly(ethylene oxide), Poly(methyl methacrylate)",ascorbic acid ,28500.00,16.5400,0.000874500,H2O2 + TMB,H2O2,0.5000,,40.0000,,,,,,,,,,,,,,,,,,https://doi.org/10.1016/j.snb.2022.132066
993,Au-Pt0.25,bime,peroxidase,,rod,50,5,5,additional,naked,0,"Cetrimonium bromide, ascorbic acid ",364.45,0.0260,0.000096000,TMB + H2O2,TMB,0.1000,,0.3000,,100.000,,,,0.0000017,4.5,37,2.9,,,,,,,20,,https://doi.org/10.1016/j.snb.2012.03.045
994,Au-Pt0.17,bime,peroxidase,,rod,50,5,5,additional,naked,0,"Cetrimonium bromide, ascorbic acid ",364.45,0.0056,0.000032000,TMB + H2O2,TMB,0.1000,,0.3000,,100.000,,,,0.0000017,4.5,37,2.9,,,,,,,20,,https://doi.org/10.1016/j.snb.2012.03.045
995,Au-Pt0.10,bime,peroxidase,,rod,50,5,5,additional,naked,0,"Cetrimonium bromide, ascorbic acid ",364.45,0.0021,0.000016000,TMB + H2O2,TMB,0.1000,,0.3000,,100.000,,,,0.0000017,4.5,37,2.9,,,,,,,20,,https://doi.org/10.1016/j.snb.2012.03.045
996,Au-Pt0.25,bime,peroxidase,,rod,50,5,5,cover,poly(sodium 4-styrene sulfonate),0,"Cetrimonium bromide, ascorbic acid ",70000.00,0.0260,0.000031200,TMB + H2O2,TMB,0.1000,,0.3000,,100.000,,,,0.0000017,4.5,37,2.9,,,,,,,20,,https://doi.org/10.1016/j.snb.2012.03.045
997,Au-Pt0.25,bime,peroxidase,,rod,50,5,5,cover,Poly(dimethyldiallylammonium chloride),0,"Cetrimonium bromide, ascorbic acid ",100000.00,0.1630,0.000121200,TMB + H2O2,TMB,0.1000,,0.3000,,100.000,,,,0.0000017,4.5,37,2.9,,,,,,,20,,https://doi.org/10.1016/j.snb.2012.03.045
998,Au-Pt0.25,bime,peroxidase,,rod,50,5,5,cover,poly(sodium 4-styrenesulfonate),0,"Cetrimonium bromide, ascorbic acid ",70000.00,0.2510,0.000003600,ABTS + H2O2,ABTS,0.2000,,1.0000,,100.000,,,,0.0000017,4.5,37,2.9,,,,,,,20,,https://doi.org/10.1016/j.snb.2012.03.045
999,Au-Pt0.25,bime,peroxidase,,rod,50,5,5,cover,Poly(dimethyldiallylammonium chloride),0,"Cetrimonium bromide, ascorbic acid ",100000.00,0.1840,0.000017100,ABTS + H2O2,ABTS,0.2000,,1.0000,,100.000,,,,0.0000017,4.5,37,2.9,,,,,,,20,,https://doi.org/10.1016/j.snb.2012.03.045
1000,NiMoO4-Cu,comp,peroxidase,2,sphere-like,2500,2500,2500,naked,naked,0,0,0.00,0.5410,no,TMB + H2O2,TMB,0.1000,,1.0000,,50.000,,0.0250000,,,4,25,0.5,,,,,,,,368.8,https://doi.org/10.1021/acssuschemeng.0c03822
1001,NiMoO4-Cu,comp,peroxidase,2,sphere-like,2500,2500,2500,naked,naked,0,0,0.00,9.0420,no,H2O2 + TMB,H2O2,1.0000,,10.0000,,1.000,,0.0250000,,,4,25,0.5,,,,,,,,368.8,https://doi.org/10.1021/acssuschemeng.0c03822
1002,CoMoO4-Cu,comp,peroxidase,2,sphere-like,4500,4500,4500,naked,naked,0,0,0.00,0.3650,no,TMB + H2O2,TMB,0.1000,,1.0000,,50.000,,0.0250000,,,4,25,0.5,,,,,,,,103.6,https://doi.org/10.1021/acssuschemeng.0c03822
1003,CoMoO4-Cu,comp,peroxidase,2,sphere-like,4500,4500,4500,naked,naked,0,0,0.00,1.7720,no,H2O2 + TMB,H2O2,1.0000,,10.0000,,1.000,,0.0250000,,,4,25,0.5,,,,,,,,103.6,https://doi.org/10.1021/acssuschemeng.0c03822
1004,NHMoO3,bimeo,peroxidase,3,nanobelts,8000,200,200,cover,BSA,0,0,0.00,5.0600,0.001660000,TMB + H2O2,TMB,0.2500,,2.0000,,1.000,,,,,6.5,37,,,,,,,,,,https://doi.org/10.1002/ange.202115939
1005,NHMoO3,bimeo,peroxidase,3,nanobelts,8000,200,200,cover,BSA,0,0,0.00,2.4100,0.000130000,H2O2 + TMB,H2O2,0.5000,,10.0000,,1.000,,,,,6.5,37,,,,,,,,,,https://doi.org/10.1002/ange.202115939
1006,AuPt ,bime,peroxidase,,sphere-like,2.5,2.5,2.5,cover,dopamine ,0,0,153.18,1.0900,0.000042700,H2O2 + TMB,H2O2,0.2000,,1.0000,,0.250,,0.1000000,,,5.5,,1,,,,,,,,,https://doi.org/10.1021/acsami.1c10600
1007,Pt,me,peroxidase,,cube,43.9,43.9,43.9,additional,naked,poly(N-Vinylpyrrolidone),0,30000.00,no,0.000152000,TMB + H2O2,TMB,0.0500,,0.6000,,"7,500.000",,0.0790000,,,4,37,,,,,,,,,,https://doi.org/10.1039/C6AN02722A
1008,Pt,me,peroxidase,,cube,43.9,43.9,43.9,additional,naked,poly(N-Vinylpyrrolidone),0,30000.00,no,0.000129000,H2O2 + TMB,H2O2,500.0000,,"4,000.0000",,0.800,,0.0790000,,,4,37,,,,,,,,,,https://doi.org/10.1039/C6AN02722A
1009,Pt,me,peroxidase,,sphere-like,48,48,48,naked,naked,0,ascorbic acid ,176.12,no,0.000056300,TMB + H2O2,TMB,0.0500,,0.6000,,"7,500.000",,0.0790000,,,4,37,,,,,,,,,,https://doi.org/10.1039/C6AN02722A
1010,Pt,me,peroxidase,,sphere-like,48,48,48,naked,naked,0,ascorbic acid ,176.12,no,0.000047300,H2O2 + TMB,H2O2,500.0000,,"4,000.0000",,0.800,,0.0790000,,,4,37,,,,,,,,,,https://doi.org/10.1039/C6AN02722A
1011,Pt,me,peroxidase,7,sphere-like,14.6,14.6,14.6,additional,naked,poly(N-Vinylpyrrolidone),0,55000.00,0.4800,0.000790000,TMB + H2O2,TMB,0.0100,,0.6000,,"2,000.000",,,,,4,,,,,,,,,,,https://doi.org/10.1021/jacs.0c12605
1012,Ni@Pt2,core-shell,peroxidase,7,sphere-like,12.7,12.7,12.7,additional,naked,poly(N-Vinylpyrrolidone),0,55000.00,9.0000,0.006100000,TMB + H2O2,TMB,0.0100,,0.6000,,"2,000.000",,,,,4,,,,,,,,,,,https://doi.org/10.1021/jacs.0c12605
1013,Ni@Pt,core-shell,peroxidase,7,sphere-like,13.9,13.9,13.9,additional,naked,poly(N-Vinylpyrrolidone),0,55000.00,35.0000,0.026000000,TMB + H2O2,TMB,0.0100,,0.6000,,"2,000.000",,,,,4,,,,,,,,,,,https://doi.org/10.1021/jacs.0c12605
1014,Ni@Pt0.5,core-shell,peroxidase,7,sphere-like,14.9,14.9,14.9,additional,naked,poly(N-Vinylpyrrolidone),0,55000.00,13.0000,0.150000000,TMB + H2O2,TMB,0.0100,,0.6000,,"2,000.000",,,,,4,,,,,,,,,,,https://doi.org/10.1021/jacs.0c12605
1015,SrFeO3,bimeo,peroxidase,,,100,100,100,naked,naked,0,citric acid,192.12,6.0500,0.000180000,H2O2 + TMB,H2O2,10.0000,,200.0000,,0.800,,0.0100000,,,4.5,37,,,,,,,,,13.48,https://doi.org/10.1038/s41467-019-08657-5
1016,La0.5Sr0.5MnO3,trmeo,peroxidase,,,52,52,52,naked,naked,0,citric acid,192.12,40.0800,0.000540000,H2O2 + TMB,H2O2,10.0000,,200.0000,,0.800,,0.0100000,,,4.5,37,,,,,,,,,19.98,https://doi.org/10.1038/s41467-019-08657-5
1017,La0.5Sr0.5FeO3,trmeo,peroxidase,,,46,46,46,naked,naked,0,citric acid,192.12,8.1400,0.000130000,H2O2 + TMB,H2O2,10.0000,,200.0000,,0.800,,0.0100000,,,4.5,37,,,,,,,,,17.29,https://doi.org/10.1038/s41467-019-08657-5
1018,LaNiO3,bimeo,peroxidase,5,,10,10,10,naked,naked,0,citric acid,192.12,359.9200,0.004630000,H2O2 + TMB,H2O2,10.0000,,200.0000,,0.800,,0.0100000,,,4.5,37,,,,,,,,,17.06,https://doi.org/10.1038/s41467-019-08657-5
1019,LaNiO3-H2,bimeo,peroxidase,,,68,68,68,naked,naked,0,citric acid,192.12,125.9600,0.001450000,H2O2 + TMB,H2O2,10.0000,,200.0000,,0.800,,0.0100000,,,4.5,37,,,,,,,,,12.11,https://doi.org/10.1038/s41467-019-08657-5
1020,LaMnO3,bimeo,peroxidase,7,,70,70,70,naked,naked,0,citric acid,192.12,31.4600,0.000680000,H2O2 + TMB,H2O2,10.0000,,200.0000,,0.800,,0.0100000,,,4.5,37,,,,,,,,,17.95,https://doi.org/10.1038/s41467-019-08657-5
1021,LaMn0.5Ni0.5O3,trmeo,peroxidase,,,60,60,60,naked,naked,0,citric acid,192.12,112.8400,0.000440000,H2O2 + TMB,H2O2,10.0000,,200.0000,,0.800,,0.0100000,,,4.5,37,,,,,,,,,12.48,https://doi.org/10.1038/s41467-019-08657-5
1022,CoO,meo,peroxidase,,,30,30,30,naked,naked,0,0,0.00,92.1000,0.001140000,H2O2 + TMB,H2O2,10.0000,,200.0000,,0.800,,0.0100000,,,4.5,37,,,,,,,,,28.658,https://doi.org/10.1038/s41467-019-08657-5
1023,LaCoO3,bimeo,peroxidase,,,73,73,73,naked,naked,0,0,0.00,205.4500,0.000930000,H2O2 + TMB,H2O2,10.0000,,200.0000,,0.800,,0.0100000,,,4.5,37,,,,,,,,,6.38,https://doi.org/10.1038/s41467-019-08657-5
1024,CeO2,meo,peroxidase,,,5,5,5,naked,naked,0,sodium citrate,192.12,4.4100,0.000180000,H2O2 + TMB,H2O2,10.0000,,200.0000,,0.800,,0.0100000,,,4.5,37,,,,,,,,,714.51,https://doi.org/10.1038/s41467-019-08657-5
1025,Fe2O3,meo,peroxidase,,,350,350,350,additional,naked,poly(N-Vinylpyrrolidone),0,30000.00,75.9700,0.000068000,H2O2 + TMB,H2O2,10.0000,,200.0000,,0.800,,0.0100000,,,4.5,37,,,,,,,,,59.88,https://doi.org/10.1038/s41467-019-08657-5
1026,Fe3O4,meo,peroxidase,7,,500,500,500,naked,naked,0,0,0.00,41.6600,0.000160000,H2O2 + TMB,H2O2,10.0000,,200.0000,,0.800,,0.0100000,,,4.5,37,,,,,,,,,53.99,https://doi.org/10.1038/s41467-019-08657-5
1027,CuO ,meo,peroxidase,7,,5,5,5,naked,naked,0,0,0.00,31.1800,0.000280000,H2O2 + TMB,H2O2,10.0000,,200.0000,,0.800,,0.0100000,,,4.5,37,,,,,,,,,101.23,https://doi.org/10.1038/s41467-019-08657-5
1028,Co3O4,meo,peroxidase,,,45,45,45,naked,naked,0,0,0.00,41.7500,0.000260000,H2O2 + TMB,H2O2,10.0000,,200.0000,,0.800,,0.0100000,,,4.5,37,,,,,,,,,14.45,https://doi.org/10.1038/s41467-019-08657-5
1029,Mn2O3,meo,peroxidase,7,,1300,780,780,naked,naked,0,0,0.00,12.5300,0.001010000,H2O2 + TMB,H2O2,10.0000,,200.0000,,0.800,,0.0100000,,,4.5,37,,,,,,,,,18.16,https://doi.org/10.1038/s41467-019-08657-5
1030,Cu(OH)2,salt,peroxidase,3,,420,420,420,additional,naked,poly(N-Vinylpyrrolidone),0,55000.00,28.9100,0.000340000,H2O2 + TMB,H2O2,10.0000,,200.0000,,0.800,,0.0100000,,,4.5,37,,,,,,,,,61.456,https://doi.org/10.1038/s41467-019-08657-5
1031,LaCrO3,bimeo,peroxidase,7,,73,73,73,naked,naked,0,citric acid,192.12,no,0.000170000,H2O2 + TMB,H2O2,10.0000,,200.0000,,0.800,,0.0100000,,,4.5,37,,,,,,,,,11.76,https://doi.org/10.1038/s41467-019-08657-5
1032,LaFeO3,bimeo,peroxidase,7,,73,73,73,naked,naked,0,citric acid,192.12,no,0.000190000,H2O2 + TMB,H2O2,10.0000,,200.0000,,0.800,,0.0100000,,,4.5,37,,,,,,,,,17.95,https://doi.org/10.1038/s41467-019-08657-5
1033,CaMnO3,bimeo,peroxidase,,,1000,1000,1000,naked,naked,0,0,0.00,no,0.000150000,H2O2 + TMB,H2O2,10.0000,,200.0000,,0.800,,0.0100000,,,4.5,37,,,,,,,,,10.85,https://doi.org/10.1038/s41467-019-08657-5
1034,NiO,meo,peroxidase,5,,100,100,100,additional,naked,poly(N-Vinylpyrrolidone),0,30000.00,no,0.000110000,H2O2 + TMB,H2O2,10.0000,,200.0000,,0.800,,0.0100000,,,4.5,37,,,,,,,,,8.73,https://doi.org/10.1038/s41467-019-08657-5
1035,MnO2,meo,peroxidase,4,,30,30,30,naked,naked,0,0,0.00,no,0.000006400,H2O2 + TMB,H2O2,10.0000,,200.0000,,0.800,,0.0100000,,,4.5,37,,,,,,,,,71.98,https://doi.org/10.1038/s41467-019-08657-5
1036,Mn3O4,meo,peroxidase,,,13,13,13,naked,naked,0,0,0.00,no,0.000130000,H2O2 + TMB,H2O2,10.0000,,200.0000,,0.800,,0.0100000,,,4.5,37,,,,,,,,,88.43,https://doi.org/10.1038/s41467-019-08657-5
1037,Cu(OH)2,salt,peroxidase,3,,200,30,30,additional,naked,poly(N-Vinylpyrrolidone),0,1300000.00,2.4480,0.000448300,TMB + H2O2,TMB,0.0500,,0.9000,,0.530,,1.0000000,,,4.5,25,0.5,,,,,,,,172,https://doi.org/10.1021/jacs.5b09337
1038,Cu(OH)2,salt,peroxidase,3,,200,30,30,additional,naked,poly(N-Vinylpyrrolidone),0,1300000.00,0.1990,0.000425100,H2O2 + TMB,H2O2,0.0500,,0.8000,0.8,0.800,,1.0000000,,,4.5,25,0.5,,,,,,,,172,https://doi.org/10.1021/jacs.5b09337
1039,Fe2O3,meo,peroxidase,5,,39,39,39,naked,naked,0,0,0.00,0.1530,0.000029400,TMB + H2O2,TMB,0.0100,,1.0000,,700.000,,0.0625000,,,3.5,,,,,,,,,-48,86.9,https://doi.org/10.1021/acsami.7b13835
1040,Fe2O3,meo,peroxidase,5,,39,39,39,naked,naked,0,0,0.00,86.4250,0.000030500,H2O2 + TMB,H2O2,10.0000,,"1,000.0000",,0.800,,0.0625000,,,3.5,,,,,,,,,-48,86.9,https://doi.org/10.1021/acsami.7b13835
1041,Fe2O3,meo,peroxidase,5,,30,30,30,naked,naked,0,0,0.00,0.2140,0.000027400,TMB + H2O2,TMB,0.0100,,1.0000,,700.000,,0.0625000,,,3.5,,,,,,,,,,,https://doi.org/10.1021/acsami.7b13835
1042,Fe2O3,meo,peroxidase,5,,30,30,30,naked,naked,0,0,0.00,125.9040,0.000028900,H2O2 + TMB,H2O2,10.0000,,"1,000.0000",,0.800,,0.0625000,,,3.5,,,,,,,,,,,https://doi.org/10.1021/acsami.7b13835
1043,Fe2O3,meo,peroxidase,5,,33,33,33,naked,naked,0,0,0.00,0.2360,0.000026500,TMB + H2O2,TMB,0.0100,,1.0000,,700.000,,0.0625000,,,3.5,,,,,,,,,,,https://doi.org/10.1021/acsami.7b13835
1044,Fe2O3,meo,peroxidase,5,,33,33,33,naked,naked,0,0,0.00,132.9175,0.000028900,H2O2 + TMB,H2O2,10.0000,,"1,000.0000",,0.800,,0.0625000,,,3.5,,,,,,,,,,,https://doi.org/10.1021/acsami.7b13835
1045,V2O5,meo,peroxidase,3,rod,1400,74,74,naked,naked,0,0,0.00,1.2800,0.004650000,GSH + H2O2,GSH,0.0100,,6.0000,,0.200,,0.0200000,1,,7.4,25,,,,,,,,,32.9,https://doi.org/10.1002/anie.201800681
1046,V2O5,meo,peroxidase,3,plate,300,300,20,naked,naked,0,0,0.00,3.4250,0.007783333,GSH + H2O2,GSH,0.0100,,6.0000,,0.200,,0.0200000,1,,7.4,25,,,,,,,,,6.2,https://doi.org/10.1002/anie.201800681
1047,V2O5,meo,peroxidase,3,flower,14000,14000,14000,naked,naked,0,0,0.00,1.6710,0.007200000,GSH + H2O2,GSH,0.0100,,6.0000,,0.200,,0.0200000,1,,7.4,25,,,,,,,,,21.1,https://doi.org/10.1002/anie.201800681
1048,V2O5,meo,peroxidase,3,sphere,300,300,300,naked,naked,0,0,0.00,1.9580,0.010033333,GSH + H2O2,GSH,0.0100,,6.0000,,0.200,,0.0200000,1,,7.4,25,,,,,,,,,9.6,https://doi.org/10.1002/anie.201800681
1049,V2O5,meo,peroxidase,3,rod,1400,74,74,naked,naked,0,0,0.00,0.0444,0.003210000,H2O2 + GSH,H2O2,0.0100,,0.4000,,2.000,,0.0200000,1,,7.4,25,,,,,,,,,32.9,https://doi.org/10.1002/anie.201800681
1050,V2O5,meo,peroxidase,3,plate,300,300,20,naked,naked,0,0,0.00,0.0573,0.003883333,H2O2 + GSH,H2O2,0.0100,,0.4000,,2.000,,0.0200000,1,,7.4,25,,,,,,,,,6.2,https://doi.org/10.1002/anie.201800681
1051,V2O5,meo,peroxidase,3,flower,14000,14000,14000,naked,naked,0,0,0.00,0.0925,0.005666667,H2O2 + GSH,H2O2,0.0100,,0.4000,,2.000,,0.0200000,1,,7.4,25,,,,,,,,,21.1,https://doi.org/10.1002/anie.201800681
1052,V2O5,meo,peroxidase,3,sphere,300,300,300,naked,naked,0,0,0.00,0.1430,0.002383333,H2O2 + GSH,H2O2,0.0100,,0.4000,,2.000,,0.0200000,1,,7.4,25,,,,,,,,,9.6,https://doi.org/10.1002/anie.201800681
1053,Co3O4/Rh0.125,bimeo,oxidase,,plate,100,20,20,additional,naked,0,Cetrimonium bromide,364.45,0.0180,0.000064500,TMB,TMB,0.0100,,0.0700,,no,,0.1000000,0.6,,3.5,25,,,,,,,,,,https://doi.org/10.1016/j.jhazmat.2020.125019
1054,Fe3O4,meo,peroxidase,7,,700,300,300,additional,naked,0,ethylene glycol ,62.07,0.0003,2.700000000,TMB + H2O2,TMB,0.0100,,0.8000,,500.000,,0.0600000,1,,3.6,37,,,,,,,,,,https://doi.org/10.1016/j.apsusc.2023.157185
1055,Fe3O4,meo,peroxidase,7,,700,300,300,additional,naked,0,ethylene glycol ,62.07,1.2810,85.900000000,H2O2 + TMB,H2O2,10.0000,,100.0000,,16.000,,0.0600000,1,,3.6,37,,,,,,,,,,https://doi.org/10.1016/j.apsusc.2023.157185
1056,(Fe3O4)0.1/CuO1.5,comp,peroxidase,,flower-like ,700,300,300,additional,naked,0,ethylene glycol ,62.07,0.0012,25.100000000,TMB + H2O2,TMB,0.0100,,0.8000,,500.000,,0.0600000,1,,3.6,37,,,,,,,,,,https://doi.org/10.1016/j.apsusc.2023.157185
1057,(Fe3O4)0.1/CuO1.5,comp,peroxidase,,flower-like ,700,300,300,additional,naked,0,ethylene glycol ,62.07,0.0300,12.300000000,H2O2 + TMB,H2O2,10.0000,,100.0000,,16.000,,0.0600000,1,,3.6,37,,,,,,,,,,https://doi.org/10.1016/j.apsusc.2023.157185
1058,Pt,me,peroxidase,7,cube,8.16,8.16,8.16,additional,naked,poly(N-Vinylpyrrolidone),ethylene glycol ,55000.00,0.8100,0.000276000,TMB + H2O2,TMB,0.0500,,0.6000,,"2,000.000",,,,,4,22,,,,,,,,,,https://doi.org/10.1002/cnma.201600268
1059,Pt,me,peroxidase,7,cube,6.45,6.45,6.45,additional,naked,poly(N-Vinylpyrrolidone),ethylene glycol ,55000.00,0.6600,0.000386000,TMB + H2O2,TMB,0.0500,,0.6000,,"2,000.000",,,,,4,22,,,,,,,,,,https://doi.org/10.1002/cnma.201600268
1060,Pt,me,peroxidase,7,sphere,4.3,4.3,4.3,additional,naked,poly(N-Vinylpyrrolidone),ethylene glycol ,55000.00,0.7100,0.000512000,TMB + H2O2,TMB,0.0500,,0.6000,,"2,000.000",,,,,4,22,,,,,,,,,,https://doi.org/10.1002/cnma.201600268
1061,Pt,me,peroxidase,7,cube,7.3,7.3,7.3,additional,naked,poly(N-Vinylpyrrolidone),ethylene glycol ,55000.00,0.7300,0.000330000,TMB + H2O2,TMB,0.0500,,0.6000,,"2,000.000",,,,,4,22,,,,,,,,,,https://doi.org/10.1002/cnma.201600268
1062,Pt,me,peroxidase,7,cube,8.62,8.62,8.62,additional,naked,0,Cetrimonium bromide,364.45,0.4200,0.000110000,TMB + H2O2,TMB,0.0500,,0.6000,,"2,000.000",,,,,4,22,,,,,,,,,,https://doi.org/10.1002/cnma.201600268
1063,Pt,me,peroxidase,7,cube,6.69,6.69,6.69,additional,naked,poly(N-Vinylpyrrolidone),ethylene glycol ,10000.00,0.5200,0.000240000,TMB + H2O2,TMB,0.0500,,0.6000,,"2,000.000",,,,,4,22,,,,,,,,,,https://doi.org/10.1002/cnma.201600268
1064,Pt,me,peroxidase,7,cube,8.24,8.24,8.24,additional,naked,poly(N-Vinylpyrrolidone),ethylene glycol ,360000.00,0.8100,0.000300000,TMB + H2O2,TMB,0.0500,,0.6000,,"2,000.000",,,,,4,22,,,,,,,,,,https://doi.org/10.1002/cnma.201600268
1065,CuCo2O4,bimeo,peroxidase,7,sphere,10,10,10,additional,naked,poly(N-Vinylpyrrolidone),0,,0.1646,0.000635400,TMB + H2O2,TMB,0.0100,,0.1000,,25.000,,0.3000000,0.2,,5,40,1.4,,,,,,,,,https://doi.org/10.1039/D0NJ05026A
1066,CuCo2O4,bimeo,peroxidase,7,sphere,10,10,10,additional,naked,poly(N-Vinylpyrrolidone),0,,0.5900,0.000068300,H2O2 + TMB,H2O2,10.0000,,100.0000,,0.100,,0.3000000,0.2,,5,40,1.4,,,,,,,,,https://doi.org/10.1039/D0NJ05026A
1067,Fe3O4,meo,peroxidase,,sphere,25,25,25,cover,lignin,0,0,,0.5100,0.000010300,TMB + H2O2,TMB,0.4000,,6.0000,,100.000,,0.2640000,0.6,,3,50,1.8,,,,,,,-32.4,,https://doi.org/10.3390/nano9020210
1068,Fe3O4,meo,peroxidase,,sphere,25,25,25,cover,lignin,0,0,,5.3000,0.000009600,H2O2 + TMB,H2O2,10.0000,,250.0000,,4.000,,0.2640000,0.6,,3,50,1.8,,,,,,,-32.4,,https://doi.org/10.3390/nano9020210
1069,Fe3O4,meo,peroxidase,7,sphere,20,20,20,cover,Dextran,0,0,10000.00,1.3000,0.000098000,TMB + H2O2,TMB,100.0000,,500.0000,,245.000,,2.0000000,0.1,,4,,,,,,,,,,,https://doi.org/10.1021/cm8031863
1070,Fe3O4,meo,peroxidase,7,rod,310,135,135,cover,Dextran,0,0,10000.00,0.5000,0.000116000,TMB + H2O2,TMB,100.0000,,500.0000,,245.000,,2.0000000,0.1,,4,,,,,,,,,,,https://doi.org/10.1021/cm8031863
1071,Ru0.85Cu0.15,bimeo,peroxidase,6,,45,45,3.5,cover,poly(ethylene oxide),poly(N-Vinylpyrrolidone),0,10000.00,0.2990,0.000556000,H2O2 + TMB,H2O2,0.0500,,1.6000,,1.000,,1.0000000,,,4.6,,1,,,,,,,,,https://doi.org/10.1002/adhm.202300490
1072,Ru0.85Cu0.15,bimeo,peroxidase,6,,45,45,3.5,cover,poly(ethylene oxide),poly(N-Vinylpyrrolidone),0,10000.00,0.2800,0.000476000,H2O2 + TMB,H2O2,0.0500,,1.6000,,1.000,,1.0000000,,,5.7,,1,,,,,,,,,https://doi.org/10.1002/adhm.202300490
1073,Ru0.85Cu0.15,bimeo,peroxidase,6,,45,45,3.5,cover,poly(ethylene oxide),poly(N-Vinylpyrrolidone),0,10000.00,0.4080,0.000357000,H2O2 + TMB,H2O2,0.0500,,1.6000,,1.000,,1.0000000,,,6.5,,1,,,,,,,,,https://doi.org/10.1002/adhm.202300490
1074,Rh,me,peroxidase,7,sphere,6.5,6.5,6.5,additional,naked,0,citric acid,192.12,0.1980,0.000067800,TMB + H2O2,TMB,0.1000,,1.5000,,0.100,,,,0.00014,4,35,,,,,,,,,,https://doi.org/10.1007/s00604-017-2582-8
1075,Rh,me,peroxidase,7,sphere,6.5,6.5,6.5,additional,naked,0,citric acid,192.12,0.3800,0.000241000,H2O2 + TMB,H2O2,0.0250,,0.7500,,1.500,,,,0.00014,4,35,,,,,,,,,,https://doi.org/10.1007/s00604-017-2582-8
1076,Pd,me,peroxidase,6,plates,63.5,63.5,1.8,additional,naked,poly(N-Vinylpyrrolidone),0,30000.00,0.1098,0.000058200,TMB + H2O2,TMB,0.0500,,0.7000,,10.000,,200.0000000,,,4.5,25,2,,,,,,,,,https://doi.org/10.1039/C5NR05675F
1077,Pd,me,peroxidase,6,plates,63.5,63.5,1.8,additional,naked,poly(N-Vinylpyrrolidone),0,30000.00,4.3980,0.000065100,H2O2 + TMB,H2O2,0.5000,,10.0000,,0.500,,200.0000000,,,4.5,25,2,,,,,,,,,https://doi.org/10.1039/C5NR05675F
1078,Pd@Pt,core-shell,peroxidase,6,plates,63.5,63.5,1.8,additional,naked,poly(N-Vinylpyrrolidone),0,30000.00,0.0865,0.000062280,TMB + H2O2,TMB,0.0500,,0.7000,,10.000,,200.0000000,,,4.5,25,2,,,,,,,,,https://doi.org/10.1039/C5NR05675F
1079,Pd@Pt,core-shell,peroxidase,6,plates,63.5,63.5,1.8,additional,naked,poly(N-Vinylpyrrolidone),0,30000.00,2.2310,0.000050000,H2O2 + TMB,H2O2,0.5000,,10.0000,,0.500,,200.0000000,,,4.5,25,2,,,,,,,,,https://doi.org/10.1039/C5NR05675F
1080,Co3O4,meo,peroxidase,7,plates,300,20,20,cover,montmorillonite,0,0,360.31,0.0022,0.000017495,TMB + H2O2,TMB,0.0010,,0.0900,,25.000,,0.3000000,,,4,40,2,,,,,,,,,https://doi.org/10.1039/C7NJ03880A
1081,Co3O4,meo,peroxidase,7,plates,300,20,20,cover,montmorillonite,0,0,360.31,20.4920,0.000342300,H2O2 + TMB,H2O2,20.0000,,80.0000,,1.000,,0.3000000,,,4,40,2,,,,,,,,,https://doi.org/10.1039/C7NJ03880A
1082,(CeO2)0.10/Co3O4,comp,peroxidase,7,flower-like,500,500,500,additional,naked,0,glucose,180.16,0.1400,0.000413000,TMB + H2O2,TMB,0.1000,,1.0000,,100.000,,0.0500000,,,4,40,,,,,,,,,110,https://doi.org/10.1039/C6TB02750D
1083,(CeO2)0.10/Co3O4,comp,peroxidase,7,flower-like,500,500,500,additional,naked,0,glucose,180.16,7.0900,0.000433000,H2O2 + TMB,H2O2,10.0000,,150.0000,,0.800,,0.0500000,,,4,40,,,,,,,,,110,https://doi.org/10.1039/C6TB02750D
1084,Cu2(OH)3Cl-CeO2,comp,peroxidase,,,1000,1000,1000,naked,naked,0,0,0,12.3600,0.000106200,TMB + H2O2,TMB,0.2000,,0.8000,,8.000,,0.0400000,,,3,25,0.4,,,,,,,,,https://doi.org/10.1007/s00604-015-1506-8
1085,Cu2(OH)3Cl-CeO2,comp,peroxidase,,,1000,1000,1000,naked,naked,0,0,0,11.6100,0.000081500,H2O2 + TMB,H2O2,0.8000,,1.5385,,8.000,,0.0400000,,,3,25,0.4,,,,,,,,,https://doi.org/10.1007/s00604-015-1506-8
1086,Fe3O4,meo,peroxidase,7,sphere,25,25,25,naked,naked,0,0,0,0.1730,0.000172000,TMB + H2O2,TMB,0.0010,,0.8000,,"1,000.000",,0.0200000,,,4,45,1,,,,,,,,,https://doi.org/10.1007/s00604-017-2198-z
